Ticker,Sector,Industry
AMARAJABAT,XC - CODI,XC - ANC
AMTEKAUTO,XC - CODI,XC - ANC
AMTEKINDIA,XC - CODI,XC - ANC
APOLLOTYRE,XC - CODI,XC - ANC
ASAHIINDIA,XC - CODI,XC - ANC
ASAL,XC - CODI,XC - ANC
ASLIND,XC - CODI,XC - ANC
AUTOAXLES,XC - CODI,XC - ANC
AUTOIND,XC - CODI,XC - ANC
AUTOLITIND,XC - CODI,XC - ANC
BALKRISIND,XC - CODI,XC - ANC
BHARATFORG,XC - CODI,XC - ANC
BHARATGEAR,XC - CODI,XC - ANC
BIRLATYRE,XC - CODI,XC - ANC
BOSCHLTD,XC - CODI,XC - ANC
CASTEXTECH,XC - CODI,XC - ANC
CEATLTD,XC - CODI,XC - ANC
CRAFTSMAN,XC - CODI,XC - ANC
DELTAMAGNT,XC - CODI,XC - ANC
DYNAMATECH,XC - CODI,XC - ANC
ELGIRUBCO,XC - CODI,XC - ANC
ENDURANCE,XC - CODI,XC - ANC
EXIDEIND,XC - CODI,XC - ANC
FAGBEARING,XC - CODI,XC - ANC
FIEMIND,XC - CODI,XC - ANC
FMGOETZE,XC - CODI,XC - ANC
GABRIEL,XC - CODI,XC - ANC
GANGAFORGE,XC - CODI,XC - ANC
GNA,XC - CODI,XC - ANC
GOODYEAR,XC - CODI,XC - ANC
HINDCOMPOS,XC - CODI,XC - ANC
HITECHGEAR,XC - CODI,XC - ANC
IGARASHI,XC - CODI,XC - ANC
INDNIPPON,XC - CODI,XC - ANC
INNOVATIVE,XC - CODI,XC - ANC
JAMNAAUTO,XC - CODI,XC - ANC
JAYBARMARU,XC - CODI,XC - ANC
JKTYRE,XC - CODI,XC - ANC
JMA,XC - CODI,XC - ANC
JMTAUTOLTD,XC - CODI,XC - ANC
JTEKTINDIA,XC - CODI,XC - ANC
KALYANI,XC - CODI,XC - ANC
KESORAMIND,XC - CODI,XC - ANC
LAKPRE,XC - CODI,XC - ANC
LGBBROSLTD,XC - CODI,XC - ANC
LUMAXIND,XC - CODI,XC - ANC
LUMAXTECH,XC - CODI,XC - ANC
MENONBE,XC - CODI,XC - ANC
MINDACORP,XC - CODI,XC - ANC
UNOMINDA,XC - CODI,XC - ANC
MODIRUBBER,XC - CODI,XC - ANC
MOTHERSON,XC - CODI,XC - ANC
MOTHERSUMI,XC - CODI,XC - ANC
MRF,XC - CODI,XC - ANC
MSUMI,XC - CODI,XC - ANC
MUNJALAU,XC - CODI,XC - ANC
MUNJALSHOW,XC - CODI,XC - ANC
NDRAUTO,XC - CODI,XC - ANC
NIBL,XC - CODI,XC - ANC
NIPPOBATRY,XC - CODI,XC - ANC
OMAXAUTO,XC - CODI,XC - ANC
PAEL,XC - CODI,XC - ANC
PAVNAIND,XC - CODI,XC - ANC
PPAP,XC - CODI,XC - ANC
PRECAM,XC - CODI,XC - ANC
PRECISION,XC - CODI,XC - ANC
PRICOLLTD,XC - CODI,XC - ANC
PRITIKAUTO,XC - CODI,XC - ANC
PTL,XC - CODI,XC - ANC
RAJRATAN,XC - CODI,XC - ANC
RANEENGINE,XC - CODI,XC - ANC
RANEHOLDIN,XC - CODI,XC - ANC
RBL,XC - CODI,XC - ANC
REMSONSIND,XC - CODI,XC - ANC
RICOAUTO,XC - CODI,XC - ANC
RML,XC - CODI,XC - ANC
ROLEXRINGS,XC - CODI,XC - ANC
SANDHAR,XC - CODI,XC - ANC
SANSERA,XC - CODI,XC - ANC
SCHAEFFLER,XC - CODI,XC - ANC
SETCO,XC - CODI,XC - ANC
SHANTIGEAR,XC - CODI,XC - ANC
SHARDAMOTR,XC - CODI,XC - ANC
SHIGAN,XC - CODI,XC - ANC
SHIVAMAUTO,XC - CODI,XC - ANC
SHRIPISTON,XC - CODI,XC - ANC
SJS,XC - CODI,XC - ANC
SKFINDIA,XC - CODI,XC - ANC
SONACOMS,XC - CODI,XC - ANC
SONASTEER,XC - CODI,XC - ANC
SSWL,XC - CODI,XC - ANC
STERTOOLS,XC - CODI,XC - ANC
SUBROS,XC - CODI,XC - ANC
SUNCLAYLTD,XC - CODI,XC - ANC
SUNDRMBRAK,XC - CODI,XC - ANC
SUNDRMFAST,XC - CODI,XC - ANC
SUPRAJIT,XC - CODI,XC - ANC
TALBROAUTO,XC - CODI,XC - ANC
TIINDIA,XC - CODI,XC - ANC
TIMKEN,XC - CODI,XC - ANC
TIRUPATIFL,XC - CODI,XC - ANC
TUBEINVEST,XC - CODI,XC - ANC
TVSSRICHAK,XC - CODI,XC - ANC
UCALFUEL,XC - CODI,XC - ANC
VARROC,XC - CODI,XC - ANC
WABCOINDIA,XC - CODI,XC - ANC
WHEELS,XC - CODI,XC - ANC
ZFCVINDIA,XC - CODI,XC - ANC
ASHOKLEY,XC - CODI,XC - ATO
ATULAUTO,XC - CODI,XC - ATO
BAJAJ-AUTO,XC - CODI,XC - ATO
BANCOINDIA,XC - CODI,XC - ATO
EICHERMOT,XC - CODI,XC - ATO
ESCORTS,XC - CODI,XC - ATO
FORCEMOT,XC - CODI,XC - ATO
HEROMOTOCO,XC - CODI,XC - ATO
HINDMOTORS,XC - CODI,XC - ATO
JBMA,XC - CODI,XC - ATO
M&M,XC - CODI,XC - ATO
MAHSCOOTER,XC - CODI,XC - ATO
MARUTI,XC - CODI,XC - ATO
SMLISUZU,XC - CODI,XC - ATO
TATAMOTORS,XC - CODI,XC - ATO
TVSMOTOR,XC - CODI,XC - ATO
VSTTILLERS,XC - CODI,XC - ATO
3MINDIA,XC - INDS,XC - CAG
A2ZINFRA,XC - INDS,XC - CAG
AAKASH,XC - INDS,XC - CAG
AARON,XC - INDS,XC - CAG
ABB,XC - INDS,XC - CAG
ABINFRA,XC - INDS,XC - CAG
ABMINTLLTD,XC - INDS,XC - CAG
ACRYSIL,XC - INDS,XC - CAG
ADANIENT,XC - INDS,XC - CAG
ADORWELD,XC - INDS,XC - CAG
AGI,XC - INDS,XC - CAG
AHLADA,XC - INDS,XC - CAG
AIAENG,XC - INDS,XC - CAG
AIL,XC - INDS,XC - CAG
AILIMITED,XC - INDS,XC - CAG
AIROLAM,XC - INDS,XC - CAG
AISL,XC - INDS,XC - CAG
AKG,XC - INDS,XC - CAG
AKSHOPTFBR,XC - INDS,XC - CAG
ALICON,XC - INDS,XC - CAG
ALSTOMT&D,XC - INDS,XC - CAG
AMDIND,XC - INDS,XC - CAG
ANMOL,XC - INDS,XC - CAG
ANUP,XC - INDS,XC - CAG
APARINDS,XC - INDS,XC - CAG
APCOTEXIND,XC - INDS,XC - CAG
APOLLO,XC - INDS,XC - CAG
APOLLOPIPE,XC - INDS,XC - CAG
ARROWGREEN,XC - INDS,XC - CAG
ASPINWALL,XC - INDS,XC - CAG
ASTRAL,XC - INDS,XC - CAG
ASTRAMICRO,XC - INDS,XC - CAG
AVROIND,XC - INDS,XC - CAG
AVSL,XC - INDS,XC - CAG
AWHCL,XC - INDS,XC - CAG
BALMLAWRIE,XC - INDS,XC - CAG
BANSAL,XC - INDS,XC - CAG
BBL,XC - INDS,XC - CAG
BBTCL,XC - INDS,XC - CAG
BCP,XC - INDS,XC - CAG
BDL,XC - INDS,XC - CAG
BEARDSELL,XC - INDS,XC - CAG
BEL,XC - INDS,XC - CAG
BEML,XC - INDS,XC - CAG
BEPL,XC - INDS,XC - CAG
BEWLTD,XC - INDS,XC - CAG
BGRENERGY,XC - INDS,XC - CAG
BHARATWIRE,XC - INDS,XC - CAG
BHEL,XC - INDS,XC - CAG
BILENERGY,XC - INDS,XC - CAG
BIRLACABLE,XC - INDS,XC - CAG
BORORENEW,XC - INDS,XC - CAG
BRIGHT,XC - INDS,XC - CAG
CARBORUNIV,XC - INDS,XC - CAG
CENTUM,XC - INDS,XC - CAG
CGPOWER,XC - INDS,XC - CAG
CIMMCO,XC - INDS,XC - CAG
CMICABLES,XC - INDS,XC - CAG
CONTROLPR,XC - INDS,XC - CAG
COOLCAPS,XC - INDS,XC - CAG
COSMOFILMS,XC - INDS,XC - CAG
CROMPGREAV,XC - INDS,XC - CAG
CROWN,XC - INDS,XC - CAG
CUMMINSIND,XC - INDS,XC - CAG
DATAPATTNS,XC - INDS,XC - CAG
DCMSHRIRAM,XC - INDS,XC - CAG
DENORA,XC - INDS,XC - CAG
DIAPOWER,XC - INDS,XC - CAG
DICIND,XC - INDS,XC - CAG
DIL,XC - INDS,XC - CAG
DIXON,XC - INDS,XC - CAG
DKEGL,XC - INDS,XC - CAG
DPABHUSHAN,XC - INDS,XC - CAG
DUCON,XC - INDS,XC - CAG
DYNAMIC,XC - INDS,XC - CAG
EASUNREYRL,XC - INDS,XC - CAG
EIMCOELECO,XC - INDS,XC - CAG
EKC,XC - INDS,XC - CAG
ELECON,XC - INDS,XC - CAG
ELECTHERM,XC - INDS,XC - CAG
ELGIEQUIP,XC - INDS,XC - CAG
EMCO,XC - INDS,XC - CAG
EMKAYTOOLS,XC - INDS,XC - CAG
ENGINERSIN,XC - INDS,XC - CAG
EON,XC - INDS,XC - CAG
EPL,XC - INDS,XC - CAG
ESABINDIA,XC - INDS,XC - CAG
ESSELPACK,XC - INDS,XC - CAG
ESTER,XC - INDS,XC - CAG
EUROMULTI,XC - INDS,XC - CAG
FELIX,XC - INDS,XC - CAG
FINCABLES,XC - INDS,XC - CAG
FOCUS,XC - INDS,XC - CAG
GEEKAYWIRE,XC - INDS,XC - CAG
GENUSPOWER,XC - INDS,XC - CAG
GET&D,XC - INDS,XC - CAG
GMMPFAUDLR,XC - INDS,XC - CAG
GODHA,XC - INDS,XC - CAG
GOLDSTAR,XC - INDS,XC - CAG
GRAPHITE,XC - INDS,XC - CAG
GREAVESCOT,XC - INDS,XC - CAG
GRINDWELL,XC - INDS,XC - CAG
GRWRHITECH,XC - INDS,XC - CAG
GUJAPOLLO,XC - INDS,XC - CAG
GUJRAFFIA,XC - INDS,XC - CAG
HAL,XC - INDS,XC - CAG
HBLPOWER,XC - INDS,XC - CAG
HECPROJECT,XC - INDS,XC - CAG
HEG,XC - INDS,XC - CAG
HERCULES,XC - INDS,XC - CAG
HINDNATGLS,XC - INDS,XC - CAG
HIRECT,XC - INDS,XC - CAG
HITECHCORP,XC - INDS,XC - CAG
HLEGLAS,XC - INDS,XC - CAG
HMT,XC - INDS,XC - CAG
HONDAPOWER,XC - INDS,XC - CAG
HPL,XC - INDS,XC - CAG
HSIL,XC - INDS,XC - CAG
HUHTAMAKI,XC - INDS,XC - CAG
ICEMAKE,XC - INDS,XC - CAG
IMPAL,XC - INDS,XC - CAG
IMPEXFERRO,XC - INDS,XC - CAG
INCREDIBLE,XC - INDS,XC - CAG
INDLMETER,XC - INDS,XC - CAG
INDOSOLAR,XC - INDS,XC - CAG
INGERRAND,XC - INDS,XC - CAG
INOXWIND,XC - INDS,XC - CAG
IONEXCHANG,XC - INDS,XC - CAG
IRCON,XC - INDS,XC - CAG
ISGEC,XC - INDS,XC - CAG
ISMTLTD,XC - INDS,XC - CAG
JAINAM,XC - INDS,XC - CAG
JASH,XC - INDS,XC - CAG
JAYNECOIND,XC - INDS,XC - CAG
JIKIND,XC - INDS,XC - CAG
JINDALPOLY,XC - INDS,XC - CAG
JISLJALEQS,XC - INDS,XC - CAG
JUBLINDS,XC - INDS,XC - CAG
JWL,XC - INDS,XC - CAG
KABRAEXTRU,XC - INDS,XC - CAG
KALYANIFRG,XC - INDS,XC - CAG
KEC,XC - INDS,XC - CAG
KECL,XC - INDS,XC - CAG
KEI,XC - INDS,XC - CAG
KEMROCK,XC - INDS,XC - CAG
KENNAMET,XC - INDS,XC - CAG
KHAITANLTD,XC - INDS,XC - CAG
KINGFA,XC - INDS,XC - CAG
KIRLOSBROS,XC - INDS,XC - CAG
KIRLOSENG,XC - INDS,XC - CAG
KIRLOSIND,XC - INDS,XC - CAG
KPIGREEN,XC - INDS,XC - CAG
KRISHNADEF,XC - INDS,XC - CAG
KRITI,XC - INDS,XC - CAG
KRITIKA,XC - INDS,XC - CAG
KSB,XC - INDS,XC - CAG
KSBPUMPS,XC - INDS,XC - CAG
KSHITIJPOL,XC - INDS,XC - CAG
LATTEYS,XC - INDS,XC - CAG
LAXMIMACH,XC - INDS,XC - CAG
LGBFORGE,XC - INDS,XC - CAG
LOKESHMACH,XC - INDS,XC - CAG
LSIL,XC - INDS,XC - CAG
LT,XC - INDS,XC - CAG
MACPOWER,XC - INDS,XC - CAG
MADHAV,XC - INDS,XC - CAG
MAHASTEEL,XC - INDS,XC - CAG
MAHEPC,XC - INDS,XC - CAG
MAHINDCIE,XC - INDS,XC - CAG
MANAKSIA,XC - INDS,XC - CAG
MANINDS,XC - INDS,XC - CAG
MANUGRAPH,XC - INDS,XC - CAG
MARINE,XC - INDS,XC - CAG
MARSHALL,XC - INDS,XC - CAG
MAYURUNIQ,XC - INDS,XC - CAG
MAZDA,XC - INDS,XC - CAG
MBECL,XC - INDS,XC - CAG
MEP,XC - INDS,XC - CAG
METALFORGE,XC - INDS,XC - CAG
MHLXMIRU,XC - INDS,XC - CAG
MMFL,XC - INDS,XC - CAG
MODISNME,XC - INDS,XC - CAG
MOLDTKPAC,XC - INDS,XC - CAG
MRO,XC - INDS,XC - CAG
MTARTECH,XC - INDS,XC - CAG
NELCAST,XC - INDS,XC - CAG
NESCO,XC - INDS,XC - CAG
NILKAMAL,XC - INDS,XC - CAG
NITCO,XC - INDS,XC - CAG
NITINFIRE,XC - INDS,XC - CAG
NITIRAJ,XC - INDS,XC - CAG
NRBBEARING,XC - INDS,XC - CAG
OILCOUNTUB,XC - INDS,XC - CAG
OLECTRA,XC - INDS,XC - CAG
OMINFRAL,XC - INDS,XC - CAG
ORIENTABRA,XC - INDS,XC - CAG
ORIENTALTL,XC - INDS,XC - CAG
ORIENTBELL,XC - INDS,XC - CAG
ORIENTLTD,XC - INDS,XC - CAG
PARACABLES,XC - INDS,XC - CAG
PARAS,XC - INDS,XC - CAG
PEARLPOLY,XC - INDS,XC - CAG
PETRONENGG,XC - INDS,XC - CAG
PILITA,XC - INDS,XC - CAG
PITTIENG,XC - INDS,XC - CAG
PIXTRANS,XC - INDS,XC - CAG
PLASTIBLEN,XC - INDS,XC - CAG
POKARNA,XC - INDS,XC - CAG
POLYCAB,XC - INDS,XC - CAG
POLYPLEX,XC - INDS,XC - CAG
POWERINDIA,XC - INDS,XC - CAG
POWERMECH,XC - INDS,XC - CAG
PPL,XC - INDS,XC - CAG
PRAJIND,XC - INDS,XC - CAG
PRECWIRE,XC - INDS,XC - CAG
PREMIER,XC - INDS,XC - CAG
PREMIERPOL,XC - INDS,XC - CAG
PRIMESECU,XC - INDS,XC - CAG
PRINCEPIPE,XC - INDS,XC - CAG
PULZ,XC - INDS,XC - CAG
PUNJLLOYD,XC - INDS,XC - CAG
QUESS,XC - INDS,XC - CAG
RAMASTEEL,XC - INDS,XC - CAG
REGENCERAM,XC - INDS,XC - CAG
RESPONIND,XC - INDS,XC - CAG
REVATHI,XC - INDS,XC - CAG
REXPIPES,XC - INDS,XC - CAG
RKFORGE,XC - INDS,XC - CAG
RMCL,XC - INDS,XC - CAG
RMDRIP,XC - INDS,XC - CAG
ROLLT,XC - INDS,XC - CAG
ROTO,XC - INDS,XC - CAG
RPPL,XC - INDS,XC - CAG
S&SPOWER,XC - INDS,XC - CAG
SAGARDEEP,XC - INDS,XC - CAG
SALASAR,XC - INDS,XC - CAG
SALZERELEC,XC - INDS,XC - CAG
SANCO,XC - INDS,XC - CAG
SANGHVIMOV,XC - INDS,XC - CAG
SCHAND,XC - INDS,XC - CAG
SCHNEIDER,XC - INDS,XC - CAG
SERVOTECH,XC - INDS,XC - CAG
SGIL,XC - INDS,XC - CAG
SHAILY,XC - INDS,XC - CAG
SHAKTIPUMP,XC - INDS,XC - CAG
SHREERAMA,XC - INDS,XC - CAG
SIDDHIKA,XC - INDS,XC - CAG
SIEMENS,XC - INDS,XC - CAG
SINTERCOM,XC - INDS,XC - CAG
SKIPPER,XC - INDS,XC - CAG
SKP,XC - INDS,XC - CAG
SMVD,XC - INDS,XC - CAG
SOLEX,XC - INDS,XC - CAG
SOMICONVEY,XC - INDS,XC - CAG
SPECTRUM,XC - INDS,XC - CAG
SPTL,XC - INDS,XC - CAG
STCINDIA,XC - INDS,XC - CAG
STEELCAS,XC - INDS,XC - CAG
SUPREMEENG,XC - INDS,XC - CAG
SUPREMEIND,XC - INDS,XC - CAG
SURANASOL,XC - INDS,XC - CAG
SURANAT&P,XC - INDS,XC - CAG
SUZLON,XC - INDS,XC - CAG
SWARAJENG,XC - INDS,XC - CAG
SWELECTES,XC - INDS,XC - CAG
TAINWALCHM,XC - INDS,XC - CAG
TDPOWERSYS,XC - INDS,XC - CAG
TECHNO,XC - INDS,XC - CAG
TECHNOFAB,XC - INDS,XC - CAG
TEGA,XC - INDS,XC - CAG
TEMBO,XC - INDS,XC - CAG
TEXINFRA,XC - INDS,XC - CAG
TEXMOPIPES,XC - INDS,XC - CAG
THEJO,XC - INDS,XC - CAG
THERMAX,XC - INDS,XC - CAG
TIJARIA,XC - INDS,XC - CAG
TIL,XC - INDS,XC - CAG
TIMETECHNO,XC - INDS,XC - CAG
TOKYOPLAST,XC - INDS,XC - CAG
TRF,XC - INDS,XC - CAG
TRITURBINE,XC - INDS,XC - CAG
TRIVENI,XC - INDS,XC - CAG
TWL,XC - INDS,XC - CAG
UFLEX,XC - INDS,XC - CAG
UNIDT,XC - INDS,XC - CAG
UNIVCABLES,XC - INDS,XC - CAG
URAVI,XC - INDS,XC - CAG
UWCSL,XC - INDS,XC - CAG
VETO,XC - INDS,XC - CAG
VGUARD,XC - INDS,XC - CAG
VMARCIND,XC - INDS,XC - CAG
VOLTAMP,XC - INDS,XC - CAG
WABAG,XC - INDS,XC - CAG
WALCHANNAG,XC - INDS,XC - CAG
WEBELSOLAR,XC - INDS,XC - CAG
WENDT,XC - INDS,XC - CAG
WFL,XC - INDS,XC - CAG
WINDMACHIN,XC - INDS,XC - CAG
WORTH,XC - INDS,XC - CAG
WSI,XC - INDS,XC - CAG
XPROINDIA,XC - INDS,XC - CAG
YUKEN,XC - INDS,XC - CAG
ZENITHSTL,XC - INDS,XC - CAG
ZENTEC,XC - INDS,XC - CAG
ZICOM,XC - INDS,XC - CAG
20MICRONS,XC - MTRL,XC - CHM
AARTIIND,XC - MTRL,XC - CHM
AARTISURF,XC - MTRL,XC - CHM
AETHER,XC - MTRL,XC - CHM
AHIMSA,XC - MTRL,XC - CHM
AKSHARCHEM,XC - MTRL,XC - CHM
ALKALI,XC - MTRL,XC - CHM
ALKYLAMINE,XC - MTRL,XC - CHM
AMBANIORG,XC - MTRL,XC - CHM
AMJUMBO,XC - MTRL,XC - CHM
ANURAS,XC - MTRL,XC - CHM
ARVEE,XC - MTRL,XC - CHM
ASAHISONG,XC - MTRL,XC - CHM
ASTEC,XC - MTRL,XC - CHM
ATFL,XC - MTRL,XC - CHM
ATUL,XC - MTRL,XC - CHM
AVTNPL,XC - MTRL,XC - CHM
BALAMINES,XC - MTRL,XC - CHM
BASF,XC - MTRL,XC - CHM
BESTAGRO,XC - MTRL,XC - CHM
BHAGERIA,XC - MTRL,XC - CHM
BHARATRAS,XC - MTRL,XC - CHM
BODALCHEM,XC - MTRL,XC - CHM
CAMLINFINE,XC - MTRL,XC - CHM
CHEMBOND,XC - MTRL,XC - CHM
CHEMCON,XC - MTRL,XC - CHM
CHEMFAB,XC - MTRL,XC - CHM
CHEMPLASTS,XC - MTRL,XC - CHM
CHROMATIC,XC - MTRL,XC - CHM
CLEAN,XC - MTRL,XC - CHM
CLNINDIA,XC - MTRL,XC - CHM
DCW,XC - MTRL,XC - CHM
DEEPAKFERT,XC - MTRL,XC - CHM
DEEPAKNTR,XC - MTRL,XC - CHM
DHARAMSI,XC - MTRL,XC - CHM
DYNPRO,XC - MTRL,XC - CHM
EMMBI,XC - MTRL,XC - CHM
EXCELINDUS,XC - MTRL,XC - CHM
FAIRCHEMOR,XC - MTRL,XC - CHM
FCL,XC - MTRL,XC - CHM
FIBERWEB,XC - MTRL,XC - CHM
FINEORG,XC - MTRL,XC - CHM
FINPIPE,XC - MTRL,XC - CHM
FLUOROCHEM,XC - MTRL,XC - CHM
FOSECOIND,XC - MTRL,XC - CHM
GALAXYSURF,XC - MTRL,XC - CHM
GANESHBE,XC - MTRL,XC - CHM
GFLLIMITED,XC - MTRL,XC - CHM
GHCL,XC - MTRL,XC - CHM
GNFC,XC - MTRL,XC - CHM
GOACARBON,XC - MTRL,XC - CHM
GOCLCORP,XC - MTRL,XC - CHM
GRAUWEIL,XC - MTRL,XC - CHM
GRPLTD,XC - MTRL,XC - CHM
GUJALKALI,XC - MTRL,XC - CHM
GUJFLUORO,XC - MTRL,XC - CHM
GULPOLY,XC - MTRL,XC - CHM
HINDCON,XC - MTRL,XC - CHM
HPAL,XC - MTRL,XC - CHM
HPIL,XC - MTRL,XC - CHM
HSCL,XC - MTRL,XC - CHM
IGPL,XC - MTRL,XC - CHM
INDIAGLYCO,XC - MTRL,XC - CHM
INDOAMIN,XC - MTRL,XC - CHM
INDOBORAX,XC - MTRL,XC - CHM
INEOSSTYRO,XC - MTRL,XC - CHM
INSECTICID,XC - MTRL,XC - CHM
JOCIL,XC - MTRL,XC - CHM
JUBLINGREA,XC - MTRL,XC - CHM
KANORICHEM,XC - MTRL,XC - CHM
KIRIINDUS,XC - MTRL,XC - CHM
KOTHARIPET,XC - MTRL,XC - CHM
KRISHANA,XC - MTRL,XC - CHM
LINDEINDIA,XC - MTRL,XC - CHM
LXCHEM,XC - MTRL,XC - CHM
MAHICKRA,XC - MTRL,XC - CHM
MANALIPETC,XC - MTRL,XC - CHM
MANORG,XC - MTRL,XC - CHM
MBAPL,XC - MTRL,XC - CHM
MEGH,XC - MTRL,XC - CHM
MFL,XC - MTRL,XC - CHM
MGEL,XC - MTRL,XC - CHM
MONSANTO,XC - MTRL,XC - CHM
NAVINFLUOR,XC - MTRL,XC - CHM
NEOGEN,XC - MTRL,XC - CHM
NKIND,XC - MTRL,XC - CHM
NOCIL,XC - MTRL,XC - CHM
OAL,XC - MTRL,XC - CHM
OCCL,XC - MTRL,XC - CHM
OMKARCHEM,XC - MTRL,XC - CHM
PANAMAPET,XC - MTRL,XC - CHM
PAR,XC - MTRL,XC - CHM
PCBL,XC - MTRL,XC - CHM
PIDILITIND,XC - MTRL,XC - CHM
PODDARMENT,XC - MTRL,XC - CHM
PREMEXPLN,XC - MTRL,XC - CHM
PRIVISCL,XC - MTRL,XC - CHM
PROLIFE,XC - MTRL,XC - CHM
RAIN,XC - MTRL,XC - CHM
REFEX,XC - MTRL,XC - CHM
ROSSARI,XC - MTRL,XC - CHM
SANGINITA,XC - MTRL,XC - CHM
SEYAIND,XC - MTRL,XC - CHM
SHK,XC - MTRL,XC - CHM
SHREEPUSHK,XC - MTRL,XC - CHM
SIL,XC - MTRL,XC - CHM
SOLARINDS,XC - MTRL,XC - CHM
SPLPETRO,XC - MTRL,XC - CHM
SRF,XC - MTRL,XC - CHM
SRHHYPOLTD,XC - MTRL,XC - CHM
SUDARSCHEM,XC - MTRL,XC - CHM
SUPPETRO,XC - MTRL,XC - CHM
