Ticker,Sector,Industry
NLCINDIA,XC - UTLT,XC - PGD
NTPC,XC - UTLT,XC - PGD
POWERGRID,XC - UTLT,XC - PGD
RELINFRA,XC - UTLT,XC - PGD
RPOWER,XC - UTLT,XC - PGD
RTNINDIA,XC - UTLT,XC - PGD
RTNPOWER,XC - UTLT,XC - PGD
SEPOWER,XC - UTLT,XC - PGD
SJVN,XC - UTLT,XC - PGD
SWSOLAR,XC - UTLT,XC - PGD
TATAPOWER,XC - UTLT,XC - PGD
TORNTPOWER,XC - UTLT,XC - PGD
URJA,XC - UTLT,XC - PGD
DPSCLTD,XC - UTLT,XC - PGD 
ENERGYDEV,XC - UTLT,XC - PGD 
GIPCL,XC - UTLT,XC - PGD 
GMRP&UI,XC - UTLT,XC - PGD 
GREENPOWER,XC - UTLT,XC - PGD 
GVKPIL,XC - UTLT,XC - PGD 
IBPOW,XC - UTLT,XC - PGD 
NEYVELILIG,XC - UTLT,XC - PGD 
ZODIAC,XC - UTLT,XC - PGD 
AANJANEYA,XC - HECA,XC - PHR
AAREYDRUGS,XC - HECA,XC - PHR
AARTIDRUGS,XC - HECA,XC - PHR
ABBOTINDIA,XC - HECA,XC - PHR
ADVENZYMES,XC - HECA,XC - PHR
AJANTPHARM,XC - HECA,XC - PHR
ALBERTDAVD,XC - HECA,XC - PHR
ALCHEM,XC - HECA,XC - PHR
ALEMBICLTD,XC - HECA,XC - PHR
ALKEM,XC - HECA,XC - PHR
ALPA,XC - HECA,XC - PHR
ALPHAGEO,XC - HECA,XC - PHR
AMIORG,XC - HECA,XC - PHR
AMRUTANJAN,XC - HECA,XC - PHR
APLLTD,XC - HECA,XC - PHR
ASTERDM,XC - HECA,XC - PHR
ASTRAZEN,XC - HECA,XC - PHR
AUROPHARMA,XC - HECA,XC - PHR
BAFNAPH,XC - HECA,XC - PHR
BAJAJHCARE,XC - HECA,XC - PHR
BALAXI,XC - HECA ,XC - PHR
BALPHARMA,XC - HECA ,XC - PHR
BETA,XC - HECA ,XC - PHR
BIOCON,XC - HECA,XC - PHR
BIOFILCHEM,XC - HECA,XC - PHR
BLISSGVS,XC - HECA,XC - PHR
BROOKS,XC - HECA,XC - PHR
CADILAHC,XC - HECA,XC - PHR
CAPLIPOINT,XC - HECA,XC - PHR
CELESTIAL,XC - HECA,XC - PHR
CIPLA,XC - HECA,XC - PHR
DCAL,XC - HECA,XC - PHR
DISHMAN,XC - HECA,XC - PHR
DIVISLAB,XC - HECA,XC - PHR
DRREDDY,XC - HECA,XC - PHR
ELDERPHARM,XC - HECA,XC - PHR
ERIS,XC - HECA,XC - PHR
FDC,XC - HECA,XC - PHR
FKONCO,XC - HECA,XC - PHR
GLAND,XC - HECA,XC - PHR
GLAXO,XC - HECA,XC - PHR
GLENMARK,XC - HECA,XC - PHR
GLS,XC - HECA,XC - PHR
GRANULES,XC - HECA,XC - PHR
GUFICBIO,XC - HECA,XC - PHR
HESTERBIO,XC - HECA,XC - PHR
HIKAL,XC - HECA,XC - PHR
INDOCO,XC - HECA,XC - PHR
INDSWFTLAB,XC - HECA,XC - PHR
INDSWFTLTD,XC - HECA,XC - PHR
IOLCP,XC - HECA,XC - PHR
IPCALAB,XC - HECA,XC - PHR
JAGSNPHARM,XC - HECA,XC - PHR
JBCHEPHARM,XC - HECA,XC - PHR
JSLL,XC - HECA,XC - PHR
JUBILANT,XC - HECA,XC - PHR
JUBLPHARMA,XC - HECA,XC - PHR
KILITCH,XC - HECA,XC - PHR
KOPRAN,XC - HECA,XC - PHR
KREBSBIO,XC - HECA,XC - PHR
LASA,XC - HECA,XC - PHR
LAURUSLABS,XC - HECA,XC - PHR
LINCOLN,XC - HECA,XC - PHR
LUPIN,XC - HECA,XC - PHR
LYKALABS,XC - HECA,XC - PHR
MADHAVBAUG,XC - HECA,XC - PHR
MANGALAM,XC - HECA,XC - PHR
MARKSANS,XC - HECA,XC - PHR
MEDICAMEQ,XC - HECA,XC - PHR
MEDICO,XC - HECA,XC - PHR
MERCK,XC - HECA,XC - PHR
MOREPENLAB,XC - HECA,XC - PHR
NATCOPHARM,XC - HECA,XC - PHR
NATHBIOGEN,XC - HECA,XC - PHR
NECLIFE,XC - HECA,XC - PHR
NEULANDLAB,XC - HECA,XC - PHR
NGLFINE,XC - HECA,XC - PHR
NH,XC - HECA,XC - PHR
NOVARTIND,XC - HECA,XC - PHR
ORCHIDCHEM,XC - HECA,XC - PHR
ORCHIDPHAR,XC - HECA,XC - PHR
ORCHPHARMA,XC - HECA,XC - PHR
ORTINLAB,XC - HECA,XC - PHR
PANACEABIO,XC - HECA,XC - PHR
PDPL,XC - HECA,XC - PHR
PEL,XC - HECA,XC - PHR
PFIZER,XC - HECA,XC - PHR
PGHL,XC - HECA,XC - PHR
RANBAXY,XC - HECA,XC - PHR
RPGLIFE,XC - HECA,XC - PHR
SAKAR,XC - HECA,XC - PHR
SANOFI,XC - HECA,XC - PHR
SEQUENT,XC - HECA,XC - PHR
SHASUNPHAR,XC - HECA,XC - PHR
SHILPAMED,XC - HECA,XC - PHR
SIGACHI,XC - HECA,XC - PHR
SMSLIFE,XC - HECA,XC - PHR
SMSPHARMA,XC - HECA,XC - PHR
SOLARA,XC - HECA,XC - PHR
SPARC,XC - HECA,XC - PHR
STAR,XC - HECA,XC - PHR
SUNPHARMA,XC - HECA,XC - PHR
SUPRIYA,XC - HECA,XC - PHR
SUVEN,XC - HECA,XC - PHR
SUVENPHAR,XC - HECA,XC - PHR
SYNGENE,XC - HECA,XC - PHR
TAKE,XC - HECA,XC - PHR
THEMISMED,XC - HECA,XC - PHR
TORNTPHARM,XC - HECA,XC - PHR
TTKHLTCARE,XC - HECA,XC - PHR
UNICHEMLAB,XC - HECA,XC - PHR
VAISHALI,XC - HECA,XC - PHR
VENUSREM,XC - HECA,XC - PHR
VIMTALABS,XC - HECA,XC - PHR
VINEETLAB,XC - HECA,XC - PHR
WALPAR,XC - HECA,XC - PHR
WANBURY,XC - HECA,XC - PHR
WINDLAS,XC - HECA,XC - PHR
WOCKPHARMA,XC - HECA,XC - PHR
WYETH,XC - HECA,XC - PHR
ZOTA,XC - HECA,XC - PHR
ZYDUSLIFE,XC - HECA,XC - PHR
ALBK,XC - FNCL,XC - PSU
ANDHRABANK,XC - FNCL,XC - PSU
BANKBARODA,XC - FNCL,XC - PSU
BANKINDIA,XC - FNCL,XC - PSU
CANBK,XC - FNCL,XC - PSU
CENTRALBK,XC - FNCL,XC - PSU
CORPBANK,XC - FNCL,XC - PSU
DENABANK,XC - FNCL,XC - PSU
FINOPB,XC - FNCL,XC - PSU
IDBI,XC - FNCL,XC - PSU
INDBANK,XC - FNCL,XC - PSU
INDIANB,XC - FNCL,XC - PSU
IOB,XC - FNCL,XC - PSU
MAHABANK,XC - FNCL,XC - PSU
ORIENTBANK,XC - FNCL,XC - PSU
PNB,XC - FNCL,XC - PSU
PSB,XC - FNCL,XC - PSU
SBBJ,XC - FNCL,XC - PSU
SBIN,XC - FNCL,XC - PSU
SBT,XC - FNCL,XC - PSU
SYNDIBANK,XC - FNCL,XC - PSU
UCOBANK,XC - FNCL,XC - PSU
UNIONBANK,XC - FNCL,XC - PSU
VIJAYABANK,XC - FNCL,XC - PSU
ADANITRANS,XC - UTLT,XC - PTD
GEPIL,XC - UTLT,XC - PTD
INDOTECH,XC - UTLT,XC - PTD
JYOTISTRUC,XC - UTLT,XC - PTD
KALPATPOWR,XC - UTLT,XC - PTD
NAVA,XC - UTLT,XC - PTD
NTL,XC - UTLT,XC - PTD
PTC,XC - UTLT,XC - PTD
TARAPUR,XC - UTLT,XC - PTD
TRIL,XC - UTLT,XC - PTD
UJAAS,XC - UTLT,XC - PTD
AUBANK,XC - FNCL,XC - PVT
AXISBANK,XC - FNCL,XC - PVT
BANDHANBNK,XC - FNCL,XC - PVT
CSBBANK,XC - FNCL,XC - PVT
CUB,XC - FNCL,XC - PVT
DCB,XC - FNCL,XC - PVT
DCBBANK,XC - FNCL,XC - PVT
DHANBANK,XC - FNCL,XC - PVT
EQUITASBNK,XC - FNCL,XC - PVT
FEDERALBNK,XC - FNCL,XC - PVT
HDFCBANK,XC - FNCL,XC - PVT
ICICIBANK,XC - FNCL,XC - PVT
IDFCFIRSTB,XC - FNCL,XC - PVT
INDUSINDBK,XC - FNCL,XC - PVT
INGVYSYABK,XC - FNCL,XC - PVT
J&KBANK,XC - FNCL,XC - PVT
KARURVYSYA,XC - FNCL,XC - PVT
KOTAKBANK,XC - FNCL,XC - PVT
KTKBANK,XC - FNCL,XC - PVT
LAKSHVILAS,XC - FNCL,XC - PVT
RBLBANK,XC - FNCL,XC - PVT
SOUTHBANK,XC - FNCL,XC - PVT
SURYODAY,XC - FNCL,XC - PVT
UJJIVANSFB,XC - FNCL,XC - PVT
YESBANK,XC - FNCL,XC - PVT
BPCL,XC - ENRG,XC - REF
CASTROL,XC - ENRG,XC - REF
CASTROLIND,XC - ENRG,XC - REF
CHENNPETRO,XC - ENRG,XC - REF
ESSAROIL,XC - ENRG,XC - REF
GULFOILLUB,XC - ENRG,XC - REF
GULFPETRO,XC - ENRG,XC - REF
HINDPETRO,XC - ENRG,XC - REF
IOC,XC - ENRG,XC - REF
JIYAECO,XC - ENRG,XC - REF
MGL,XC - ENRG,XC - REF
MRPL,XC - ENRG,XC - REF
NAGAROIL,XC - ENRG,XC - REF
RELIANCE,XC - ENRG,XC - REF
SOTL,XC - ENRG,XC - REF
TIDEWATER,XC - ENRG,XC - REF
AJMERA,XC - RLES,XC - REM
ANANTRAJ,XC - RLES,XC - REM
ASHIANA,XC - RLES,XC - REM
BHAGYAPROP,XC - RLES,XC - REM
BRIGADE,XC - RLES,XC - REM
BSELINFRA,XC - RLES,XC - REM
CAPACITE,XC - RLES,XC - REM
CMMIPL,XC - RLES,XC - REM
COUNCODOS,XC - RLES,XC - REM
DBREALTY,XC - RLES,XC - REM
DHRUV,XC - RLES,XC - REM
DLF,XC - RLES,XC - REM
DRL,XC - RLES,XC - REM
ELDEHSG,XC - RLES,XC - REM
EMAMIREAL,XC - RLES,XC - REM
GANESHHOUC,XC - RLES,XC - REM
GEECEE,XC - RLES,XC - REM
GODREJPROP,XC - RLES,XC - REM
HDIL,XC - RLES,XC - REM
HEMIPROP,XC - RLES,XC - REM
HUBTOWN,XC - RLES,XC - REM
IBREALEST,XC - RLES,XC - REM
KBCGLOBAL,XC - RLES,XC - REM
KOLTEPATIL,XC - RLES,XC - REM
LODHA,XC - RLES,XC - REM
LPDC,XC - RLES,XC - REM
MAHLIFE,XC - RLES,XC - REM
MARATHON,XC - RLES,XC - REM
NILAINFRA,XC - RLES,XC - REM
NILASPACES,XC - RLES,XC - REM
OBEROIRLTY,XC - RLES,XC - REM
OMAXE,XC - RLES,XC - REM
PANSARI,XC - RLES,XC - REM
PARSVNATH,XC - RLES,XC - REM
PHOENIXLTD,XC - RLES,XC - REM
PODDARHOUS,XC - RLES,XC - REM
PRESTIGE,XC - RLES,XC - REM
PURVA,XC - RLES,XC - REM
RVHL,XC - RLES,XC - REM
SOBHA,XC - RLES,XC - REM
SUNTECK,XC - RLES,XC - REM
UNITECH,XC - RLES,XC - REM
YAARI,XC - RLES,XC - REM
BIRET,XC - RLES,XC - RET
MINDSPACE,XC - RLES,XC - RET
PGINVIT,XC - RLES,XC - RET
ABFRL,XC - CODI,XC - RTL
ARCHIES,XC - CODI,XC - RTL
ARVINDFASN,XC - CODI,XC - RTL
BANARBEADS,XC - CODI,XC - RTL
BATAINDIA,XC - CODI,XC - RTL
BCONCEPTS,XC - CODI,XC - RTL
CAMPUS,XC - CODI,XC - RTL
CANTABIL,XC - CODI,XC - RTL
CROMPTON,XC - CODI,XC - RTL
DMART,XC - CODI,XC - RTL
DOLLAR,XC - CODI,XC - RTL
ETHOSLTD,XC - CODI,XC - RTL
FEL,XC - CODI,XC - RTL
FLFL,XC - CODI,XC - RTL
FOCE,XC - CODI,XC - RTL
FRETAIL,XC - CODI,XC - RTL
FRL,XC - CODI,XC - RTL
GITANJALI,XC - CODI,XC - RTL
GOCOLORS,XC - CODI,XC - RTL
GOENKA,XC - CODI,XC - RTL
GOLDIAM,XC - CODI,XC - RTL
HEADSUP,XC - CODI,XC - RTL
ISFT,XC - CODI,XC - RTL
JUBLFOOD,XC - CODI,XC - RTL
KALYANKJIL,XC - CODI,XC - RTL
KDDL,XC - CODI,XC - RTL
KKCL,XC - CODI,XC - RTL
KOKUYOCMLN,XC - CODI,XC - RTL
LIBERTSHOE,XC - CODI,XC - RTL
LINC,XC - CODI,XC - RTL
MANYAVAR,XC - CODI,XC - RTL
METROBRAND,XC - CODI,XC - RTL
MILTON,XC - CODI,XC - RTL
MOKSH,XC - CODI,XC - RTL
OPAL,XC - CODI,XC - RTL
OSIAHYPER,XC - CODI,XC - RTL
PCJEWELLER,XC - CODI,XC - RTL
PENTAGOLD,XC - CODI,XC - RTL
PRAXIS,XC - CODI,XC - RTL
PROVOGE,XC - CODI,XC - RTL
RADHIKAJWE,XC - CODI,XC - RTL
RAJESHEXPO,XC - CODI,XC - RTL
RGL,XC - CODI,XC - RTL
SHANKARA,XC - CODI,XC - RTL
SHOPERSTOP,XC - CODI,XC - RTL
SHRENUJ,XC - CODI,XC - RTL
SHUBHLAXMI,XC - CODI,XC - RTL
SILGO,XC - CODI,XC - RTL
SONAHISONA,XC - CODI,XC - RTL
SONAMCLOCK,XC - CODI,XC - RTL
SPENCERS,XC - CODI,XC - RTL
SRSLTD,XC - CODI,XC - RTL
TBZ,XC - CODI,XC - RTL
THANGAMAYL,XC - CODI,XC - RTL
TRENT,XC - CODI,XC - RTL
V2RETAIL,XC - CODI,XC - RTL
VAIBHAVGBL,XC - CODI,XC - RTL
VENKEYS,XC - CODI,XC - RTL
VMART,XC - CODI,XC - RTL
ZODIACLOTH,XC - CODI,XC - RTL
ZODJRDMKJ,XC - CODI,XC - RTL
ANDHRSUGAR,XC - COST,XC - SGR
AVADHSUGAR,XC - COST,XC - SGR
BAJAJHIND,XC - COST,XC - SGR
BALRAMCHIN,XC - COST,XC - SGR
BANARISUG,XC - COST,XC - SGR
DALMIASUG,XC - COST,XC - SGR
DHAMPURSUG,XC - COST,XC - SGR
DHARSUGAR,XC - COST,XC - SGR
DWARKESH,XC - COST,XC - SGR
EIDPARRY,XC - COST,XC - SGR
KCPSUGIND,XC - COST,XC - SGR
KESARENT,XC - COST,XC - SGR
KMSUGAR,XC - COST,XC - SGR
KOTARISUG,XC - COST,XC - SGR
MAGADSUGAR,XC - COST,XC - SGR
MAWANASUG,XC - COST,XC - SGR
PONNIERODE,XC - COST,XC - SGR
RAJSREESUG,XC - COST,XC - SGR
RANASUG,XC - COST,XC - SGR
RENUKA,XC - COST,XC - SGR
SAKHTISUG,XC - COST,XC - SGR
SIMBHALS,XC - COST,XC - SGR
THIRUSUGAR,XC - COST,XC - SGR
UGARSUGAR,XC - COST,XC - SGR
UTTAMSUGAR,XC - COST,XC - SGR
VISHWARAJ,XC - COST,XC - SGR
ABGSHIP,XC - INDS,XC - SHP
ACCURACY,XC - INDS,XC - SHP
ADANIPORTS,XC - INDS,XC - SHP
COCHINSHIP,XC - INDS,XC - SHP
DREDGECORP,XC - INDS,XC - SHP
ESSARSHPNG,XC - INDS,XC - SHP
GESHIP,XC - INDS,XC - SHP
GLOBOFFS,XC - INDS,XC - SHP
GPPL,XC - INDS,XC - SHP
GRSE,XC - INDS,XC - SHP
MAZDOCK,XC - INDS,XC - SHP
MERCATOR,XC - INDS,XC - SHP
PIPAVAVDOC,XC - INDS,XC - SHP
RNAVAL,XC - INDS,XC - SHP
SCI,XC - INDS,XC - SHP
SEAMECLTD,XC - INDS,XC - SHP
SHREYAS,XC - INDS,XC - SHP
TOTAL,XC - INDS,XC - SHP
VARUNSHIP,XC - INDS,XC - SHP
ACCORD,XC - COSE,XC - TEL
BHARTIARTL,XC - COSE,XC - TEL
CORDSCABLE,XC - COSE,XC - TEL
DIGISPICE,XC - COSE,XC - TEL
DLINKINDIA,XC - COSE,XC - TEL
GTL,XC - COSE,XC - TEL
GTLINFRA,XC - COSE,XC - TEL
HFCL,XC - COSE,XC - TEL
IDEA,XC - COSE,XC - TEL
INDUSTOWER,XC - COSE,XC - TEL
INFRATEL,XC - COSE,XC - TEL
ITI,XC - COSE,XC - TEL
KAVVERITEL,XC - COSE,XC - TEL
MTNL,XC - COSE,XC - TEL
NUTEK,XC - COSE,XC - TEL
ONMOBILE,XC - COSE,XC - TEL
RAILTEL,XC - COSE,XC - TEL
RCOM,XC - COSE,XC - TEL
SHYAMTEL,XC - COSE,XC - TEL
STLTECH,XC - COSE,XC - TEL
STRTECH,XC - COSE,XC - TEL
SUJANATOW,XC - COSE,XC - TEL
TATACOMM,XC - COSE,XC - TEL
TEJASNET,XC - COSE,XC - TEL
TTML,XC - COSE,XC - TEL
TULIP,XC - COSE,XC - TEL
UNIINFO,XC - COSE,XC - TEL
VINDHYATEL,XC - COSE,XC - TEL
XLENERGY,XC - COSE,XC - TEL
AARVEEDEN,XC - CODI,XC - TXT
ABCOTS,XC - CODI,XC - TXT
AIFL,XC - CODI,XC - TXT
AKSHAR,XC - CODI,XC - TXT
ALOKINDS,XC - CODI,XC - TXT
ALOKTEXT,XC - CODI,XC - TXT
ALPSINDUS,XC - CODI,XC - TXT
AMBIKCO,XC - CODI,XC - TXT
ARTEDZ,XC - CODI,XC - TXT
ARVIND,XC - CODI,XC - TXT
ASHIMASYN,XC - CODI,XC - TXT
AXITA,XC - CODI,XC - TXT
AYMSYNTEX,XC - CODI,XC - TXT
BANG,XC - CODI,XC - TXT
BANSWRAS,XC - CODI,XC - TXT
BASML,XC - CODI,XC - TXT
BHANDARI,XC - CODI,XC - TXT
BLUEBLENDS,XC - CODI,XC - TXT
BOMDYEING,XC - CODI,XC - TXT
BRFL,XC - CODI,XC - TXT
BSL,XC - CODI,XC - TXT
CELEBRITY,XC - CODI,XC - TXT
CENTENKA,XC - CODI,XC - TXT
CENTURYTEX,XC - CODI,XC - TXT
CHEVIOT,XC - CODI,XC - TXT
CNOVAPETRO,XC - CODI,XC - TXT
DAMODARIND,XC - CODI,XC - TXT
DCM,XC - CODI,XC - TXT
DCMNVL,XC - CODI,XC - TXT
DIGJAMLMTD,XC - CODI,XC - TXT
DONEAR,XC - CODI,XC - TXT
EASTSILK,XC - CODI,XC - TXT
ESSENTIA,XC - CODI,XC - TXT
EUROTEXIND,XC - CODI,XC - TXT
FILATEX,XC - CODI,XC - TXT
FLEXITUFF,XC - CODI,XC - TXT
GANECOS,XC - CODI,XC - TXT
GANGOTRI,XC - CODI,XC - TXT
GARFIBRES,XC - CODI,XC - TXT
GBGLOBAL,XC - CODI,XC - TXT
GILLANDERS,XC - CODI,XC - TXT
GINNIFILA,XC - CODI,XC - TXT
GLOBE,XC - CODI,XC - TXT
GOKEX,XC - CODI,XC - TXT
GRETEX,XC - CODI,XC - TXT
GTNIND,XC - CODI,XC - TXT
GTNTEX,XC - CODI,XC - TXT
HIMATSEIDE,XC - CODI,XC - TXT
ICIL,XC - CODI,XC - TXT
INDIANCARD,XC - CODI,XC - TXT
INDORAMA,XC - CODI,XC - TXT
INDTERRAIN,XC - CODI,XC - TXT
IRISDOREME,XC - CODI,XC - TXT
JAIPURKURT,XC - CODI,XC - TXT
JAKHARIA,XC - CODI,XC - TXT
JBFIND,XC - CODI,XC - TXT
JETKNIT,XC - CODI,XC - TXT
JINDCOT,XC - CODI,XC - TXT
JINDWORLD,XC - CODI,XC - TXT
KCK,XC - CODI,XC - TXT
KITEX,XC - CODI,XC - TXT
KPRMILL,XC - CODI,XC - TXT
LAGNAM,XC - CODI,XC - TXT
LAMBODHARA,XC - CODI,XC - TXT
LAXMICOT,XC - CODI,XC - TXT
LEMERITE,XC - CODI,XC - TXT
LIBAS,XC - CODI,XC - TXT
LOVABLE,XC - CODI,XC - TXT
LUXIND,XC - CODI,XC - TXT
MALLCOM,XC - CODI,XC - TXT
MANDHANA,XC - CODI,XC - TXT
MARALOVER,XC - CODI,XC - TXT
MHHL,XC - CODI,XC - TXT
MITTAL,XC - CODI,XC - TXT
MOHITIND,XC - CODI,XC - TXT
MOHOTAIND,XC - CODI,XC - TXT
MONTECARLO,XC - CODI,XC - TXT
MORARJEE,XC - CODI,XC - TXT
NAGREEKEXP,XC - CODI,XC - TXT
NAHARINDUS,XC - CODI,XC - TXT
NAHARPOLY,XC - CODI,XC - TXT
NAHARSPING,XC - CODI,XC - TXT
NDL,XC - CODI,XC - TXT
NEH,XC - CODI,XC - TXT
NITINSPIN,XC - CODI,XC - TXT
ORBTEXP,XC - CODI,XC - TXT
PAGEIND,XC - CODI,XC - TXT
PASHUPATI,XC - CODI,XC - TXT
PATSPINLTD,XC - CODI,XC - TXT
PDSL,XC - CODI,XC - TXT
PGIL,XC - CODI,XC - TXT
PIONEEREMB,XC - CODI,XC - TXT
PRECOT,XC - CODI,XC - TXT
RAJVIR,XC - CODI,XC - TXT
RAYMOND,XC - CODI,XC - TXT
RELCHEMQ,XC - CODI,XC - TXT
RSWM,XC - CODI,XC - TXT
RUBYMILLS,XC - CODI,XC - TXT
RUPA,XC - CODI,XC - TXT
SALONA,XC - CODI,XC - TXT
SANGAMIND,XC - CODI,XC - TXT
SARLAPOLY,XC - CODI,XC - TXT
SBC,XC - CODI,XC - TXT
SELMC,XC - CODI,XC - TXT
SGL,XC - CODI,XC - TXT
SHIVATEX,XC - CODI,XC - TXT
SIIL,XC - CODI,XC - TXT
SINTEX,XC - CODI,XC - TXT
SIYSIL,XC - CODI,XC - TXT
SKSTEXTILE,XC - CODI,XC - TXT
SKUMARSYNF,XC - CODI,XC - TXT
SOMATEX,XC - CODI,XC - TXT
SORILINFRA,XC - CODI,XC - TXT
SPAL,XC - CODI,XC - TXT
SPENTEX,XC - CODI,XC - TXT
SPLIL,XC - CODI,XC - TXT
SPYL,XC - CODI,XC - TXT
SRF,XC - CODI,XC - TXT
SUMEETINDS,XC - CODI,XC - TXT
SUPERHOUSE,XC - CODI,XC - TXT
SUPERSPIN,XC - CODI,XC - TXT
SURYALAXMI,XC - CODI,XC - TXT
SUTLEJTEX,XC - CODI,XC - TXT
SUULD,XC - CODI,XC - TXT
SVPGLOB,XC - CODI,XC - TXT
SWANENERGY,XC - CODI,XC - TXT
SWARAJ,XC - CODI,XC - TXT
TCNSBRANDS,XC - CODI,XC - TXT
THOMASCOTT,XC - CODI,XC - TXT
TRIDENT,XC - CODI,XC - TXT
TTL,XC - CODI,XC - TXT
UNITEDPOLY,XC - CODI,XC - TXT
VARDHACRLC,XC - CODI,XC - TXT
VARDMNPOLY,XC - CODI,XC - TXT
VCL,XC - CODI,XC - TXT
VERA,XC - CODI,XC - TXT
VINNY,XC - CODI,XC - TXT
VIPCLOTHNG,XC - CODI,XC - TXT
VISHAL,XC - CODI,XC - TXT
VIVIDHA,XC - CODI,XC - TXT
VTL,XC - CODI,XC - TXT
WEIZMANIND,XC - CODI,XC - TXT
WELSPUNIND,XC - CODI,XC - TXT
ZENITHEXPO,XC - CODI,XC - TXT